time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,0,0,2,2
2026-02-04 00:00:00+00:00,0,0,3,3
2026-02-05 00:00:00+00:00,0,0,2,2
2026-02-06 00:00:00+00:00,146,19,6,3
2026-02-07 00:00:00+00:00,12,4,0,0
2026-02-08 00:00:00+00:00,4,4,0,0
2026-02-09 00:00:00+00:00,2,2,3,2
2026-02-10 00:00:00+00:00,2,2,0,0
2026-02-11 00:00:00+00:00,25,2,1,1
2026-02-12 00:00:00+00:00,4,3,1,1
2026-02-13 00:00:00+00:00,2,2,1,1
2026-02-14 00:00:00+00:00,3,2,4,3
2026-02-15 00:00:00+00:00,1,1,1,1
2026-02-16 00:00:00+00:00,8,8,1,1
