time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,1.0,1.0,9,5
2025-02-08 00:00:00+00:00,,,3,2
2025-02-09 00:00:00+00:00,1.0,1.0,3,3
2025-02-10 00:00:00+00:00,46.0,3.0,68,9
2025-02-11 00:00:00+00:00,34.0,4.0,33,8
2025-02-12 00:00:00+00:00,3.0,3.0,17,8
2025-02-13 00:00:00+00:00,2.0,2.0,8,4
2025-02-14 00:00:00+00:00,1.0,1.0,5,3
2025-02-15 00:00:00+00:00,,,12,3
2025-02-16 00:00:00+00:00,,,6,1
2025-02-17 00:00:00+00:00,1.0,1.0,4,3
2025-02-18 00:00:00+00:00,4.0,4.0,6,6
2025-02-19 00:00:00+00:00,,,2,2
2025-02-20 00:00:00+00:00,85.0,5.0,42,6
