url_path,views_total,views_unique
/CERTCC/kaiju,30,21
/certcc/kaiju/releases,13,6
/certcc/kaiju,9,8
/CERTCC/kaiju/blob/main/docs/GhiHorn.md,5,2
/CERTCC/kaiju/releases/tag/260116,2,2
/CERTCC/kaiju/tree/main,2,2
/certcc/kaiju/blob/main/build.gradle,2,2
/CERTCC/kaiju/issues/23,2,1
/CERTCC/kaiju/blob/042be73a14d350bcb1a13d26ed86ade507f2c2bd/src/main/java/kaiju/tools/ghihorn/hornifer/GhiHornifier.java,1,1
/CERTCC/kaiju/blob/3e130b11bcbba0960f073fb2e5b7b0027434700b/.github/workflows/release_on_tag.yml,1,1
