time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-29 00:00:00+00:00,2,2,5,5
2026-07-30 00:00:00+00:00,2,1,8,5
2026-07-31 00:00:00+00:00,1,1,3,3
2026-08-01 00:00:00+00:00,3,3,5,4
2026-08-02 00:00:00+00:00,2,2,9,7
2026-08-03 00:00:00+00:00,3,3,5,5
2026-08-04 00:00:00+00:00,3,3,5,5
2026-08-05 00:00:00+00:00,7,7,1,1
2026-08-06 00:00:00+00:00,3,3,25,4
2026-08-07 00:00:00+00:00,5,5,9,4
2026-08-08 00:00:00+00:00,20,10,4,2
2026-08-09 00:00:00+00:00,1,1,15,6
2026-08-10 00:00:00+00:00,11,7,3,2
2026-08-11 00:00:00+00:00,19,8,5,4
