time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,43,13,3,3
2026-08-29 00:00:00+00:00,4,4,5,3
2026-08-30 00:00:00+00:00,0,0,1,1
2026-08-31 00:00:00+00:00,6,5,6,3
2026-09-01 00:00:00+00:00,3,2,17,6
2026-09-02 00:00:00+00:00,19,10,6,4
2026-09-03 00:00:00+00:00,18,10,3,3
2026-09-04 00:00:00+00:00,34,6,4,3
2026-09-05 00:00:00+00:00,5,3,2,1
2026-09-06 00:00:00+00:00,17,11,0,0
2026-09-07 00:00:00+00:00,4,3,17,3
2026-09-08 00:00:00+00:00,53,13,5,3
2026-09-09 00:00:00+00:00,122,14,4,3
2026-09-10 00:00:00+00:00,234,20,19,5
