time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-01 00:00:00+00:00,3.0,3.0,10,4
2025-09-02 00:00:00+00:00,,,11,7
2025-09-03 00:00:00+00:00,,,19,6
2025-09-04 00:00:00+00:00,3.0,3.0,11,3
2025-09-05 00:00:00+00:00,,,5,2
2025-09-06 00:00:00+00:00,1.0,1.0,1,1
2025-09-07 00:00:00+00:00,1.0,1.0,5,3
2025-09-08 00:00:00+00:00,,,6,4
2025-09-09 00:00:00+00:00,,,1,1
2025-09-10 00:00:00+00:00,,,5,2
2025-09-11 00:00:00+00:00,1.0,1.0,1,1
2025-09-12 00:00:00+00:00,,,2,2
2025-09-13 00:00:00+00:00,,,6,4
2025-09-14 00:00:00+00:00,13.0,2.0,3,2
