time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-06 00:00:00+00:00,0,0,10,7
2026-03-07 00:00:00+00:00,1,1,4,2
2026-03-08 00:00:00+00:00,1,1,9,4
2026-03-09 00:00:00+00:00,112,12,31,6
2026-03-10 00:00:00+00:00,4,4,7,5
2026-03-11 00:00:00+00:00,2,2,29,12
2026-03-12 00:00:00+00:00,1,1,7,6
2026-03-13 00:00:00+00:00,2,2,2,2
2026-03-14 00:00:00+00:00,4,4,7,3
2026-03-15 00:00:00+00:00,4,2,3,2
2026-03-16 00:00:00+00:00,14,12,7,3
2026-03-17 00:00:00+00:00,1,1,10,7
2026-03-18 00:00:00+00:00,4,2,1,1
2026-03-19 00:00:00+00:00,0,0,37,5
