url_path,views_total,views_unique
/CERTCC/kaiju,33,26
/CERTCC/kaiju/pull/97,11,2
/CERTCC/kaiju/tree/250417,9,1
/certcc/kaiju,7,6
/CERTCC/kaiju/releases/tag/250610,7,4
/CERTCC/kaiju/actions,7,1
/certcc/kaiju/releases,6,4
/CERTCC/kaiju/releases,5,4
/CERTCC/kaiju/actions/runs/15568861816/job/43839583293,5,1
/CERTCC/kaiju/pulls,5,1
