referrer,views_total,views_unique
Google,54,11
github.com,13,11
epidemix.io,11,1
DuckDuckGo,8,4
chatgpt.com,5,1
search.nixos.org,5,1
Bing,2,2
cn.bing.com,1,1
mynixos.com,1,1
