url_path,views_total,views_unique
/CERTCC/kaiju,47,26
/certcc/kaiju,17,14
/certcc/kaiju/releases,16,13
/CERTCC/kaiju/releases/tag/260211,9,5
/CERTCC/kaiju/releases,7,5
/CERTCC/kaiju/blob/main/docs/GhiHorn.md,6,6
/CERTCC/kaiju/releases/tag/260309,5,4
/CERTCC/kaiju/tree/main,5,2
/CERTCC/kaiju/pull/107,5,1
/CERTCC/kaiju/releases/new,4,1
