url_path,views_total,views_unique
/CERTCC/kaiju,22,18
/certcc/kaiju,12,11
/CERTCC/kaiju/releases,5,5
/CERTCC/kaiju/releases/tag/260309,5,4
/CERTCC/kaiju/blob/main/docs/GhiHorn.md,5,3
/CERTCC/kaiju/blob/bf5cef53063bec52177ed4c0e93a94dbe0d48b9e/docs/FnHashing.md,4,1
/certcc/kaiju/releases,3,3
/CERTCC/kaiju/blob/bf5cef53063bec52177ed4c0e93a94dbe0d48b9e/INSTALL.md,3,1
/CERTCC/kaiju/issues/31,2,2
/CERTCC/kaiju/issues/8,2,2
