time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,11,10,1,1
2026-06-04 00:00:00+00:00,10,7,4,2
2026-06-05 00:00:00+00:00,4,4,5,4
2026-06-06 00:00:00+00:00,0,0,1,1
2026-06-07 00:00:00+00:00,1,1,3,3
2026-06-08 00:00:00+00:00,133,19,20,5
2026-06-09 00:00:00+00:00,7,5,2,2
2026-06-10 00:00:00+00:00,5,5,5,5
2026-06-11 00:00:00+00:00,7,4,10,7
2026-06-12 00:00:00+00:00,0,0,8,4
2026-06-13 00:00:00+00:00,4,4,7,3
2026-06-14 00:00:00+00:00,7,6,2,2
2026-06-15 00:00:00+00:00,5,5,5,3
2026-06-16 00:00:00+00:00,5,5,3,2
