time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-01 00:00:00+00:00,4,4,7,6
2026-04-02 00:00:00+00:00,2,2,3,2
2026-04-03 00:00:00+00:00,0,0,6,4
2026-04-04 00:00:00+00:00,3,3,10,8
2026-04-05 00:00:00+00:00,1,1,5,2
2026-04-06 00:00:00+00:00,1,1,1,1
2026-04-07 00:00:00+00:00,7,7,11,5
2026-04-08 00:00:00+00:00,2,2,6,5
2026-04-09 00:00:00+00:00,3,3,3,3
2026-04-10 00:00:00+00:00,3,3,1,1
2026-04-11 00:00:00+00:00,6,6,1,1
2026-04-12 00:00:00+00:00,5,5,3,3
2026-04-13 00:00:00+00:00,1,1,8,5
2026-04-14 00:00:00+00:00,2,1,7,6
