time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-26 00:00:00+00:00,3,3,4,4
2026-02-27 00:00:00+00:00,0,0,12,5
2026-02-28 00:00:00+00:00,1,1,2,2
2026-03-01 00:00:00+00:00,1,1,7,6
2026-03-02 00:00:00+00:00,2,2,7,5
2026-03-03 00:00:00+00:00,1,1,18,3
2026-03-04 00:00:00+00:00,5,5,0,0
2026-03-05 00:00:00+00:00,1,1,24,1
2026-03-06 00:00:00+00:00,0,0,10,7
2026-03-07 00:00:00+00:00,1,1,4,2
2026-03-08 00:00:00+00:00,1,1,9,4
2026-03-09 00:00:00+00:00,112,12,31,6
2026-03-10 00:00:00+00:00,4,4,7,5
2026-03-11 00:00:00+00:00,2,2,29,12
