url_path,views_total,views_unique
/CERTCC/kaiju,27,24
/certcc/kaiju,22,18
/certcc/kaiju/releases,9,8
/CERTCC/kaiju/blob/main/docs/GhiHorn.md,8,6
/CERTCC/kaiju/blob/main/INSTALL.md,7,3
/CERTCC/kaiju/pull/106,6,2
/CERTCC/kaiju/tree/main/docs,4,4
/CERTCC/kaiju/releases/tag/260211,4,3
/CERTCC/kaiju/tree/main,4,2
/CERTCC/kaiju/actions,2,2
