time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,4.0,4.0,10,6
2025-10-02 00:00:00+00:00,,,2,2
2025-10-03 00:00:00+00:00,1.0,1.0,6,2
2025-10-04 00:00:00+00:00,,,8,4
2025-10-05 00:00:00+00:00,1.0,1.0,5,3
2025-10-06 00:00:00+00:00,,,16,2
2025-10-07 00:00:00+00:00,1.0,1.0,16,4
2025-10-08 00:00:00+00:00,,,5,4
2025-10-09 00:00:00+00:00,2.0,2.0,21,7
2025-10-10 00:00:00+00:00,2.0,2.0,19,4
2025-10-11 00:00:00+00:00,,,1,1
2025-10-12 00:00:00+00:00,1.0,1.0,2,2
2025-10-13 00:00:00+00:00,,,5,5
2025-10-14 00:00:00+00:00,3.0,3.0,7,3
