referrer,views_total,views_unique
Google,32,14
github.com,27,12
Bing,5,4
cn.bing.com,2,1
search.nixos.org,1,1
ktln2.org,1,1
chatgpt.com,1,1
epidemix.io,1,1
DuckDuckGo,1,1
