time_iso8601,stars_cumulative
2021-09-06 00:00:00+00:00,1026
2021-09-07 00:00:00+00:00,1031
2021-09-09 00:00:00+00:00,1032
2021-09-10 00:00:00+00:00,1033
2021-09-11 00:00:00+00:00,1035
2021-09-13 00:00:00+00:00,1036
2021-09-15 00:00:00+00:00,1037
2021-09-16 00:00:00+00:00,1038
2021-09-21 00:00:00+00:00,1040
2021-09-23 00:00:00+00:00,1041
2021-09-29 00:00:00+00:00,1042
2021-10-03 00:00:00+00:00,1043
2021-10-07 00:00:00+00:00,1044
2021-10-18 00:00:00+00:00,1046
2021-10-19 00:00:00+00:00,1047
2021-10-24 00:00:00+00:00,1049
2021-10-25 00:00:00+00:00,1053
2021-10-26 00:00:00+00:00,1057
2021-10-28 00:00:00+00:00,1059
2021-10-29 00:00:00+00:00,1060
2021-10-30 00:00:00+00:00,1061
2021-10-31 00:00:00+00:00,1063
2021-11-01 00:00:00+00:00,1065
2021-11-03 00:00:00+00:00,1066
2021-11-10 00:00:00+00:00,1067
2021-11-14 00:00:00+00:00,1069
2021-11-15 00:00:00+00:00,1070
2021-11-20 00:00:00+00:00,1072
2021-11-21 00:00:00+00:00,1073
2021-11-22 00:00:00+00:00,1075
2021-11-24 00:00:00+00:00,1076
2021-11-25 00:00:00+00:00,1077
2021-12-01 00:00:00+00:00,1078
2021-12-03 00:00:00+00:00,1080
2021-12-05 00:00:00+00:00,1082
2021-12-07 00:00:00+00:00,1083
2021-12-10 00:00:00+00:00,1084
2021-12-17 00:00:00+00:00,1085
2021-12-20 00:00:00+00:00,1086
2021-12-21 00:00:00+00:00,1087
2021-12-22 00:00:00+00:00,1088
2021-12-24 00:00:00+00:00,1089
2021-12-28 00:00:00+00:00,1090
2021-12-29 00:00:00+00:00,1091
2022-01-01 00:00:00+00:00,1093
2022-01-04 00:00:00+00:00,1094
2022-01-06 00:00:00+00:00,1095
2022-01-09 00:00:00+00:00,1096
2022-01-12 00:00:00+00:00,1097
2022-01-13 00:00:00+00:00,1100
2022-01-19 00:00:00+00:00,1101
2022-01-20 00:00:00+00:00,1103
2022-01-21 00:00:00+00:00,1104
2022-01-24 00:00:00+00:00,1105
2022-01-25 00:00:00+00:00,1106
2022-01-28 00:00:00+00:00,1108
2022-01-30 00:00:00+00:00,1111
2022-02-02 00:00:00+00:00,1112
2022-02-05 00:00:00+00:00,1114
2022-02-06 00:00:00+00:00,1115
2022-02-08 00:00:00+00:00,1117
2022-02-09 00:00:00+00:00,1131
2022-02-11 00:00:00+00:00,1135
2022-02-12 00:00:00+00:00,1145
2022-02-13 00:00:00+00:00,1149
2022-02-14 00:00:00+00:00,1151
2022-02-16 00:00:00+00:00,1153
2022-02-19 00:00:00+00:00,1154
2022-02-21 00:00:00+00:00,1155
2022-02-22 00:00:00+00:00,1156
2022-02-23 00:00:00+00:00,1157
2022-03-03 00:00:00+00:00,1158
2022-03-08 00:00:00+00:00,1161
2022-03-09 00:00:00+00:00,1164
2022-03-15 00:00:00+00:00,1165
2022-03-20 00:00:00+00:00,1167
2022-03-22 00:00:00+00:00,1168
2022-03-25 00:00:00+00:00,1169
2022-03-29 00:00:00+00:00,1170
2022-03-31 00:00:00+00:00,1171
2022-04-02 00:00:00+00:00,1177
2022-04-05 00:00:00+00:00,1178
2022-04-06 00:00:00+00:00,1179
2022-04-07 00:00:00+00:00,1180
2022-04-11 00:00:00+00:00,1182
2022-04-12 00:00:00+00:00,1184
2022-04-14 00:00:00+00:00,1186
2022-04-21 00:00:00+00:00,1187
2022-04-26 00:00:00+00:00,1188
2022-05-03 00:00:00+00:00,1189
2022-05-06 00:00:00+00:00,1190
2022-05-10 00:00:00+00:00,1191
2022-05-12 00:00:00+00:00,1192
2022-05-13 00:00:00+00:00,1193
2022-05-14 00:00:00+00:00,1194
2022-05-17 00:00:00+00:00,1196
2022-05-21 00:00:00+00:00,1197
2022-05-30 00:00:00+00:00,1199
2022-05-31 00:00:00+00:00,1200
2022-06-02 00:00:00+00:00,1201
2022-06-04 00:00:00+00:00,1203
2022-06-06 00:00:00+00:00,1204
2022-06-10 00:00:00+00:00,1206
2022-06-13 00:00:00+00:00,1207
2022-06-15 00:00:00+00:00,1208
2022-06-16 00:00:00+00:00,1209
