time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-22 00:00:00+00:00,61,22,47,13
2026-04-23 00:00:00+00:00,7,4,15,8
2026-04-24 00:00:00+00:00,19,8,52,11
2026-04-25 00:00:00+00:00,52,28,63,13
2026-04-26 00:00:00+00:00,10,8,22,11
2026-04-27 00:00:00+00:00,66,25,95,12
2026-04-28 00:00:00+00:00,61,32,41,20
2026-04-29 00:00:00+00:00,118,35,126,28
2026-04-30 00:00:00+00:00,62,22,53,23
2026-05-01 00:00:00+00:00,15,9,33,9
2026-05-02 00:00:00+00:00,13,8,28,14
2026-05-03 00:00:00+00:00,3,2,16,10
2026-05-04 00:00:00+00:00,5,5,8,7
2026-05-05 00:00:00+00:00,16,9,21,12
