time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-01 00:00:00+00:00,1,1,19,13
2025-08-02 00:00:00+00:00,7,5,13,8
2025-08-03 00:00:00+00:00,2,2,29,16
2025-08-04 00:00:00+00:00,2,2,10,6
2025-08-05 00:00:00+00:00,4,4,27,16
2025-08-06 00:00:00+00:00,2,2,29,14
2025-08-07 00:00:00+00:00,2,2,53,23
2025-08-08 00:00:00+00:00,2,2,14,10
2025-08-09 00:00:00+00:00,5,3,24,10
2025-08-10 00:00:00+00:00,2,2,5,5
2025-08-11 00:00:00+00:00,48,4,36,11
2025-08-12 00:00:00+00:00,85,4,33,12
2025-08-13 00:00:00+00:00,2,2,25,14
2025-08-14 00:00:00+00:00,1,1,32,13
