time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-11 00:00:00+00:00,,,9,7
2025-05-12 00:00:00+00:00,4.0,3.0,58,16
2025-05-13 00:00:00+00:00,3.0,3.0,167,19
2025-05-14 00:00:00+00:00,2.0,2.0,58,22
2025-05-15 00:00:00+00:00,4.0,3.0,68,19
2025-05-16 00:00:00+00:00,30.0,14.0,114,20
2025-05-17 00:00:00+00:00,6.0,4.0,22,11
2025-05-18 00:00:00+00:00,2.0,2.0,30,25
2025-05-19 00:00:00+00:00,4.0,4.0,44,19
2025-05-20 00:00:00+00:00,3.0,3.0,67,27
2025-05-21 00:00:00+00:00,5.0,5.0,67,23
2025-05-22 00:00:00+00:00,5.0,3.0,52,20
2025-05-23 00:00:00+00:00,9.0,9.0,35,20
2025-05-24 00:00:00+00:00,8.0,6.0,15,12
