time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-23 00:00:00+00:00,6,5,72,18
2025-09-24 00:00:00+00:00,6,5,49,16
2025-09-25 00:00:00+00:00,8,8,39,14
2025-09-26 00:00:00+00:00,3,2,17,9
2025-09-27 00:00:00+00:00,5,3,6,5
2025-09-28 00:00:00+00:00,5,2,20,9
2025-09-29 00:00:00+00:00,3,3,17,7
2025-09-30 00:00:00+00:00,4,4,10,9
2025-10-01 00:00:00+00:00,8,8,22,12
2025-10-02 00:00:00+00:00,8,7,22,12
2025-10-03 00:00:00+00:00,4,4,39,15
2025-10-04 00:00:00+00:00,3,1,29,10
2025-10-05 00:00:00+00:00,6,6,31,12
2025-10-06 00:00:00+00:00,6,5,43,8
