time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-15 00:00:00+00:00,2,2,13,7
2025-06-16 00:00:00+00:00,5,5,49,18
2025-06-17 00:00:00+00:00,2,2,29,7
2025-06-18 00:00:00+00:00,3,3,39,17
2025-06-19 00:00:00+00:00,1,1,70,21
2025-06-20 00:00:00+00:00,3,3,33,15
2025-06-21 00:00:00+00:00,9,2,9,7
2025-06-22 00:00:00+00:00,2,2,5,4
2025-06-23 00:00:00+00:00,4,4,27,17
2025-06-24 00:00:00+00:00,4,3,55,13
2025-06-25 00:00:00+00:00,4,4,113,9
2025-06-26 00:00:00+00:00,2,2,60,19
2025-06-27 00:00:00+00:00,2,2,14,9
2025-06-28 00:00:00+00:00,7,5,13,10
