time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-03 00:00:00+00:00,1,1,47,19
2026-04-04 00:00:00+00:00,11,8,31,19
2026-04-05 00:00:00+00:00,10,9,35,15
2026-04-06 00:00:00+00:00,4,4,15,10
2026-04-07 00:00:00+00:00,19,10,118,13
2026-04-08 00:00:00+00:00,12,9,34,14
2026-04-09 00:00:00+00:00,4,4,23,14
2026-04-10 00:00:00+00:00,25,8,78,20
2026-04-11 00:00:00+00:00,12,7,32,13
2026-04-12 00:00:00+00:00,7,4,25,19
2026-04-13 00:00:00+00:00,159,28,68,15
2026-04-14 00:00:00+00:00,48,14,49,16
2026-04-15 00:00:00+00:00,19,11,39,17
2026-04-16 00:00:00+00:00,7,6,12,10
