referrer,views_total,views_unique
Google,60,32
github.com,60,18
bamboo.cc.cert.org,3,1
Bing,2,2
DuckDuckGo,2,1
cmu-sei.github.io,1,1
news.ycombinator.com,1,1
search.brave.com,1,1
yandex.ru,1,1
