time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,7,7,24,11
2025-09-04 00:00:00+00:00,3,3,32,16
2025-09-05 00:00:00+00:00,6,5,9,6
2025-09-06 00:00:00+00:00,4,2,2,2
2025-09-07 00:00:00+00:00,7,4,17,4
2025-09-08 00:00:00+00:00,4,4,45,12
2025-09-09 00:00:00+00:00,2,2,10,6
2025-09-10 00:00:00+00:00,2,2,29,13
2025-09-11 00:00:00+00:00,2,2,28,12
2025-09-12 00:00:00+00:00,2,2,15,11
2025-09-13 00:00:00+00:00,4,2,40,17
2025-09-14 00:00:00+00:00,2,2,32,28
2025-09-15 00:00:00+00:00,6,5,19,13
2025-09-16 00:00:00+00:00,1,1,24,13
