time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,4,4,21,17
2025-12-01 00:00:00+00:00,15,13,21,14
2025-12-02 00:00:00+00:00,19,15,27,13
2025-12-03 00:00:00+00:00,7,6,40,22
2025-12-04 00:00:00+00:00,2,2,15,10
2025-12-05 00:00:00+00:00,3,3,28,16
2025-12-06 00:00:00+00:00,7,5,18,10
2025-12-07 00:00:00+00:00,4,4,17,8
2025-12-08 00:00:00+00:00,5,4,36,12
2025-12-09 00:00:00+00:00,9,6,23,14
2025-12-10 00:00:00+00:00,4,4,32,16
2025-12-11 00:00:00+00:00,1,1,25,16
2025-12-12 00:00:00+00:00,2,2,33,12
2025-12-13 00:00:00+00:00,6,4,25,8
