time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,1.0,1.0,66,17
2025-03-19 00:00:00+00:00,3.0,2.0,36,12
2025-03-20 00:00:00+00:00,2.0,2.0,46,24
2025-03-21 00:00:00+00:00,,,29,16
2025-03-22 00:00:00+00:00,2.0,1.0,16,10
2025-03-23 00:00:00+00:00,1.0,1.0,26,8
2025-03-24 00:00:00+00:00,4.0,4.0,28,14
2025-03-25 00:00:00+00:00,3.0,2.0,45,24
2025-03-26 00:00:00+00:00,1.0,1.0,34,14
2025-03-27 00:00:00+00:00,10.0,5.0,33,11
2025-03-28 00:00:00+00:00,,,29,11
2025-03-29 00:00:00+00:00,7.0,4.0,35,13
2025-03-30 00:00:00+00:00,1.0,1.0,6,6
2025-03-31 00:00:00+00:00,1.0,1.0,54,16
