time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,7,6,12,10
2026-04-17 00:00:00+00:00,2,2,13,11
2026-04-18 00:00:00+00:00,9,5,24,11
2026-04-19 00:00:00+00:00,2,2,15,11
2026-04-20 00:00:00+00:00,50,26,33,13
2026-04-21 00:00:00+00:00,78,23,36,13
2026-04-22 00:00:00+00:00,61,22,47,13
2026-04-23 00:00:00+00:00,7,4,15,8
2026-04-24 00:00:00+00:00,19,8,52,11
2026-04-25 00:00:00+00:00,52,28,63,13
2026-04-26 00:00:00+00:00,10,8,22,11
2026-04-27 00:00:00+00:00,66,25,95,12
2026-04-28 00:00:00+00:00,61,32,41,20
2026-04-29 00:00:00+00:00,118,35,126,28
