time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,6,4,15,11
2025-12-26 00:00:00+00:00,2,2,25,8
2025-12-27 00:00:00+00:00,5,3,10,6
2025-12-28 00:00:00+00:00,1,1,10,5
2025-12-29 00:00:00+00:00,4,4,31,11
2025-12-30 00:00:00+00:00,5,5,8,8
2025-12-31 00:00:00+00:00,4,4,37,13
2026-01-01 00:00:00+00:00,4,3,17,7
2026-01-02 00:00:00+00:00,1,1,19,9
2026-01-03 00:00:00+00:00,3,1,17,11
2026-01-04 00:00:00+00:00,3,2,15,12
2026-01-05 00:00:00+00:00,7,6,31,19
2026-01-06 00:00:00+00:00,8,4,48,17
2026-01-07 00:00:00+00:00,12,4,46,14
