time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-14 00:00:00+00:00,9,7,9,5
2026-07-15 00:00:00+00:00,74,12,54,16
2026-07-16 00:00:00+00:00,10,7,29,17
2026-07-17 00:00:00+00:00,5,5,18,7
2026-07-18 00:00:00+00:00,11,6,8,6
2026-07-19 00:00:00+00:00,16,10,20,7
2026-07-20 00:00:00+00:00,11,9,6,6
2026-07-21 00:00:00+00:00,13,11,6,4
2026-07-22 00:00:00+00:00,4,4,8,7
2026-07-23 00:00:00+00:00,8,6,11,10
2026-07-24 00:00:00+00:00,6,6,13,11
2026-07-25 00:00:00+00:00,10,5,25,17
2026-07-26 00:00:00+00:00,11,10,15,8
2026-07-27 00:00:00+00:00,18,8,46,16
