time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,4,3,17,7
2026-01-02 00:00:00+00:00,1,1,19,9
2026-01-03 00:00:00+00:00,3,1,17,11
2026-01-04 00:00:00+00:00,3,2,15,12
2026-01-05 00:00:00+00:00,7,6,31,19
2026-01-06 00:00:00+00:00,8,4,48,17
2026-01-07 00:00:00+00:00,12,4,46,14
2026-01-08 00:00:00+00:00,5,4,22,13
2026-01-09 00:00:00+00:00,6,6,13,10
2026-01-10 00:00:00+00:00,5,3,26,9
2026-01-11 00:00:00+00:00,8,6,12,11
2026-01-12 00:00:00+00:00,5,5,46,20
2026-01-13 00:00:00+00:00,5,5,24,15
2026-01-14 00:00:00+00:00,4,4,9,7
