time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-20 00:00:00+00:00,7,5,13,11
2026-01-21 00:00:00+00:00,3,3,69,19
2026-01-22 00:00:00+00:00,7,7,17,11
2026-01-23 00:00:00+00:00,2,2,28,15
2026-01-24 00:00:00+00:00,6,4,9,4
2026-01-25 00:00:00+00:00,3,2,476,15
2026-01-26 00:00:00+00:00,6,6,11,7
2026-01-27 00:00:00+00:00,4,4,24,10
2026-01-28 00:00:00+00:00,6,6,7,6
2026-01-29 00:00:00+00:00,4,3,13,10
2026-01-30 00:00:00+00:00,6,6,13,10
2026-01-31 00:00:00+00:00,6,4,13,7
2026-02-01 00:00:00+00:00,6,5,12,6
2026-02-02 00:00:00+00:00,3,3,14,10
