time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-11 00:00:00+00:00,8,8,13,8
2026-06-12 00:00:00+00:00,11,10,26,16
2026-06-13 00:00:00+00:00,9,7,11,8
2026-06-14 00:00:00+00:00,18,8,9,6
2026-06-15 00:00:00+00:00,10,8,41,12
2026-06-16 00:00:00+00:00,4,3,15,9
2026-06-17 00:00:00+00:00,11,9,35,15
2026-06-18 00:00:00+00:00,11,4,51,16
2026-06-19 00:00:00+00:00,28,5,29,9
2026-06-20 00:00:00+00:00,4,2,34,8
2026-06-21 00:00:00+00:00,16,7,15,6
2026-06-22 00:00:00+00:00,27,11,27,13
2026-06-23 00:00:00+00:00,69,16,12,9
2026-06-24 00:00:00+00:00,7,3,22,15
