time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-22 00:00:00+00:00,4,3,18,10
2025-08-23 00:00:00+00:00,4,2,17,4
2025-08-24 00:00:00+00:00,4,4,35,17
2025-08-25 00:00:00+00:00,17,9,60,24
2025-08-26 00:00:00+00:00,1,1,38,16
2025-08-27 00:00:00+00:00,3,3,35,10
2025-08-28 00:00:00+00:00,3,3,36,11
2025-08-29 00:00:00+00:00,3,3,49,19
2025-08-30 00:00:00+00:00,7,5,36,10
2025-08-31 00:00:00+00:00,1,1,10,3
2025-09-01 00:00:00+00:00,3,3,25,14
2025-09-02 00:00:00+00:00,3,3,36,16
2025-09-03 00:00:00+00:00,7,7,24,11
2025-09-04 00:00:00+00:00,3,3,32,16
