referrer,views_total,views_unique
Google,125,63
github.com,87,38
chatgpt.com,8,4
cn.bing.com,6,5
DuckDuckGo,4,3
yandex.com,4,1
Bing,3,2
0x1.gitlab.io,3,1
search.brave.com,2,2
habr.com,2,2
