time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-30 00:00:00+00:00,2.0,2.0,19,11
2025-05-01 00:00:00+00:00,,,16,7
2025-05-02 00:00:00+00:00,,,62,15
2025-05-03 00:00:00+00:00,2.0,1.0,26,14
2025-05-04 00:00:00+00:00,1.0,1.0,21,11
2025-05-05 00:00:00+00:00,1.0,1.0,55,17
2025-05-06 00:00:00+00:00,4.0,4.0,54,19
2025-05-07 00:00:00+00:00,,,36,14
2025-05-08 00:00:00+00:00,1.0,1.0,46,12
2025-05-09 00:00:00+00:00,3.0,2.0,51,19
2025-05-10 00:00:00+00:00,17.0,7.0,23,11
2025-05-11 00:00:00+00:00,,,9,7
2025-05-12 00:00:00+00:00,4.0,3.0,58,16
2025-05-13 00:00:00+00:00,3.0,3.0,163,19
