time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-13 00:00:00+00:00,6,4,26,8
2025-12-14 00:00:00+00:00,2,2,26,22
2025-12-15 00:00:00+00:00,8,7,29,15
2025-12-16 00:00:00+00:00,6,4,31,13
2025-12-17 00:00:00+00:00,25,4,32,15
2025-12-18 00:00:00+00:00,47,19,115,12
2025-12-19 00:00:00+00:00,15,11,19,9
2025-12-20 00:00:00+00:00,7,4,16,9
2025-12-21 00:00:00+00:00,2,2,15,7
2025-12-22 00:00:00+00:00,5,5,25,8
2025-12-23 00:00:00+00:00,3,3,14,7
2025-12-24 00:00:00+00:00,2,2,26,8
2025-12-25 00:00:00+00:00,6,4,15,11
2025-12-26 00:00:00+00:00,2,2,25,8
