time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-25 00:00:00+00:00,10,6,23,6
2025-10-26 00:00:00+00:00,2,2,11,5
2025-10-27 00:00:00+00:00,5,5,72,11
2025-10-28 00:00:00+00:00,11,10,20,14
2025-10-29 00:00:00+00:00,7,5,37,21
2025-10-30 00:00:00+00:00,3,2,55,15
2025-10-31 00:00:00+00:00,6,4,33,18
2025-11-01 00:00:00+00:00,3,1,33,17
2025-11-02 00:00:00+00:00,2,2,6,6
2025-11-03 00:00:00+00:00,7,7,23,14
2025-11-04 00:00:00+00:00,39,14,118,18
2025-11-05 00:00:00+00:00,11,9,79,29
2025-11-06 00:00:00+00:00,4,4,30,17
2025-11-07 00:00:00+00:00,1,1,36,16
