time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,3,2,10,3
2026-05-18 00:00:00+00:00,10,7,8,5
2026-05-19 00:00:00+00:00,19,15,30,10
2026-05-20 00:00:00+00:00,15,10,12,8
2026-05-21 00:00:00+00:00,17,9,23,9
2026-05-22 00:00:00+00:00,15,13,28,10
2026-05-23 00:00:00+00:00,7,5,22,13
2026-05-24 00:00:00+00:00,16,15,40,14
2026-05-25 00:00:00+00:00,12,11,28,17
2026-05-26 00:00:00+00:00,11,7,24,9
2026-05-27 00:00:00+00:00,118,31,31,14
2026-05-28 00:00:00+00:00,12,9,22,9
2026-05-29 00:00:00+00:00,9,9,18,10
2026-05-30 00:00:00+00:00,11,7,42,14
