time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-04 00:00:00+00:00,1.0,1.0,21,11
2025-05-05 00:00:00+00:00,1.0,1.0,55,17
2025-05-06 00:00:00+00:00,4.0,4.0,54,19
2025-05-07 00:00:00+00:00,,,36,14
2025-05-08 00:00:00+00:00,1.0,1.0,46,12
2025-05-09 00:00:00+00:00,3.0,2.0,51,19
2025-05-10 00:00:00+00:00,17.0,7.0,23,11
2025-05-11 00:00:00+00:00,,,9,7
2025-05-12 00:00:00+00:00,4.0,3.0,58,16
2025-05-13 00:00:00+00:00,3.0,3.0,167,19
2025-05-14 00:00:00+00:00,2.0,2.0,58,22
2025-05-15 00:00:00+00:00,4.0,3.0,68,19
2025-05-16 00:00:00+00:00,30.0,14.0,114,20
2025-05-17 00:00:00+00:00,6.0,4.0,15,11
