time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-03 00:00:00+00:00,3,2,16,10
2026-05-04 00:00:00+00:00,5,5,8,7
2026-05-05 00:00:00+00:00,16,9,21,12
2026-05-06 00:00:00+00:00,65,26,53,15
2026-05-07 00:00:00+00:00,25,10,61,13
2026-05-08 00:00:00+00:00,10,9,17,12
2026-05-09 00:00:00+00:00,11,9,36,12
2026-05-10 00:00:00+00:00,4,3,36,8
2026-05-11 00:00:00+00:00,12,9,33,12
2026-05-12 00:00:00+00:00,6,5,12,11
2026-05-13 00:00:00+00:00,14,10,24,10
2026-05-14 00:00:00+00:00,26,16,25,8
2026-05-15 00:00:00+00:00,12,10,33,10
2026-05-16 00:00:00+00:00,7,5,14,5
