time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-28 00:00:00+00:00,7,5,14,11
2025-06-29 00:00:00+00:00,1,1,15,11
2025-06-30 00:00:00+00:00,4,4,49,22
2025-07-01 00:00:00+00:00,4,4,54,16
2025-07-02 00:00:00+00:00,6,6,22,13
2025-07-03 00:00:00+00:00,4,4,10,8
2025-07-04 00:00:00+00:00,3,3,36,11
2025-07-05 00:00:00+00:00,5,3,11,9
2025-07-06 00:00:00+00:00,1,1,16,3
2025-07-07 00:00:00+00:00,4,4,20,11
2025-07-08 00:00:00+00:00,3,3,34,15
2025-07-09 00:00:00+00:00,22,9,33,10
2025-07-10 00:00:00+00:00,12,3,89,17
2025-07-11 00:00:00+00:00,8,6,72,17
