time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-23 00:00:00+00:00,8,6,11,10
2026-07-24 00:00:00+00:00,6,6,13,11
2026-07-25 00:00:00+00:00,10,5,25,17
2026-07-26 00:00:00+00:00,11,10,15,8
2026-07-27 00:00:00+00:00,18,8,46,16
2026-07-28 00:00:00+00:00,12,4,11,8
2026-07-29 00:00:00+00:00,20,11,43,15
2026-07-30 00:00:00+00:00,15,8,74,32
2026-07-31 00:00:00+00:00,7,5,12,12
2026-08-01 00:00:00+00:00,10,8,19,5
2026-08-02 00:00:00+00:00,11,9,18,18
2026-08-03 00:00:00+00:00,32,17,91,20
2026-08-04 00:00:00+00:00,12,5,39,21
2026-08-05 00:00:00+00:00,13,10,74,36
