time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-28 00:00:00+00:00,19,11,26,12
2026-03-29 00:00:00+00:00,6,6,29,8
2026-03-30 00:00:00+00:00,12,9,42,13
2026-03-31 00:00:00+00:00,5,4,24,9
2026-04-01 00:00:00+00:00,8,7,48,15
2026-04-02 00:00:00+00:00,6,6,29,11
2026-04-03 00:00:00+00:00,1,1,47,19
2026-04-04 00:00:00+00:00,11,8,31,19
2026-04-05 00:00:00+00:00,10,9,35,15
2026-04-06 00:00:00+00:00,4,4,15,10
2026-04-07 00:00:00+00:00,19,10,118,13
2026-04-08 00:00:00+00:00,12,9,34,14
2026-04-09 00:00:00+00:00,4,4,23,14
2026-04-10 00:00:00+00:00,25,8,78,20
