time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-15 00:00:00+00:00,4,3,68,19
2025-05-16 00:00:00+00:00,30,14,114,20
2025-05-17 00:00:00+00:00,6,4,22,11
2025-05-18 00:00:00+00:00,2,2,30,25
2025-05-19 00:00:00+00:00,4,4,44,19
2025-05-20 00:00:00+00:00,3,3,67,27
2025-05-21 00:00:00+00:00,5,5,67,23
2025-05-22 00:00:00+00:00,5,3,52,20
2025-05-23 00:00:00+00:00,9,9,35,20
2025-05-24 00:00:00+00:00,9,7,18,13
2025-05-25 00:00:00+00:00,7,7,20,14
2025-05-26 00:00:00+00:00,6,5,24,19
2025-05-27 00:00:00+00:00,2,2,21,14
2025-05-28 00:00:00+00:00,7,6,29,18
